Date,Strain,Genera,Beaker,HeatTrt,Comeup Time,MediaType,IncubationTime,Countcfu,Startingconc
12/5/23,35,Staphylococcus,,D,3:38,PF,72,0,880000
1/26/24,36,Streptococcus,,A,2:00,SPC,24,0,1880000
1/26/24,36,Streptococcus,,A,2:00,SPC,48,0,1880000
1/26/24,36,Streptococcus,,A,2:00,SPC,72,0,1880000
1/26/24,36,Streptococcus,,A,2:00,PF,24,0,1880000
1/26/24,36,Streptococcus,,A,2:00,PF,48,0,1880000
1/26/24,36,Streptococcus,,A,2:00,PF,72,0,1880000
1/26/24,36,Streptococcus,,B,2:00,SPC,24,0,1880000
1/26/24,36,Streptococcus,,B,2:00,SPC,48,0,1880000
1/26/24,36,Streptococcus,,B,2:00,SPC,72,0,1880000
1/26/24,36,Streptococcus,,B,2:00,PF,24,0,1880000
1/26/24,36,Streptococcus,,B,2:00,PF,48,0,1880000
1/26/24,36,Streptococcus,,B,2:00,PF,72,0,1880000
1/26/24,36,Streptococcus,,C,2:01,SPC,24,0,1880000
1/26/24,36,Streptococcus,,C,2:01,SPC,48,0,1880000
1/26/24,36,Streptococcus,,C,2:01,SPC,72,0,1880000
1/26/24,36,Streptococcus,,C,2:01,PF,24,0,1880000
1/26/24,36,Streptococcus,,C,2:01,PF,48,0,1880000
1/26/24,36,Streptococcus,,C,2:01,PF,72,0,1880000
1/26/24,36,Streptococcus,,D,2:09,SPC,24,0,1880000
1/26/24,36,Streptococcus,,D,3:09,SPC,48,0,1880000
1/26/24,36,Streptococcus,,D,4:09,SPC,72,0,1880000
1/26/24,36,Streptococcus,,D,5:09,PF,24,0,1880000
1/26/24,36,Streptococcus,,D,6:09,PF,48,0,1880000
1/26/24,36,Streptococcus,,D,2:09,PF,72,0,1880000
3/19/24,37,Streptococcus,,A,3:41,SPC,24,0,785000
3/19/24,37,Streptococcus,,A,3:41,SPC,48,660000,785000
3/19/24,37,Streptococcus,,A,3:41,SPC,72,755000,785000
3/19/24,37,Streptococcus,,A,3:41,PF,24,0,785000
3/19/24,37,Streptococcus,,A,3:41,PF,48,620000,785000
3/19/24,37,Streptococcus,,A,3:41,PF,72,735000,785000
3/19/24,37,Streptococcus,,B,2:29,SPC,24,0,785000
3/19/24,37,Streptococcus,,B,2:29,SPC,48,565000,785000
3/19/24,37,Streptococcus,,B,2:29,SPC,72,635000,785000
3/19/24,37,Streptococcus,,B,2:29,PF,24,0,785000
3/19/24,37,Streptococcus,,B,2:29,PF,48,400000,785000
3/19/24,37,Streptococcus,,B,2:29,PF,72,650000,785000
3/19/24,37,Streptococcus,,C,3:16,SPC,24,0,785000
3/19/24,37,Streptococcus,,C,3:16,SPC,48,820000,785000
3/19/24,37,Streptococcus,,C,3:16,SPC,72,805000,785000
3/19/24,37,Streptococcus,,C,3:16,PF,24,0,785000
3/19/24,37,Streptococcus,,C,3:16,PF,48,580000,785000
3/19/24,37,Streptococcus,,C,3:16,PF,72,640000,785000
3/19/24,37,Streptococcus,,D,3:30,SPC,24,0,785000
3/19/24,37,Streptococcus,,D,3:30,SPC,48,720000,785000
3/19/24,37,Streptococcus,,D,3:30,SPC,72,740000,785000
3/19/24,37,Streptococcus,,D,3:30,PF,24,0,785000
3/19/24,37,Streptococcus,,D,3:30,PF,48,460000,785000
3/19/24,37,Streptococcus,,D,3:30,PF,72,700000,785000
12/12/23,38,Streptococcus,,A,3:40,SPC,24,0,15350000
12/12/23,38,Streptococcus,,A,3:40,SPC,48,0,15350000
12/12/23,38,Streptococcus,,A,3:40,SPC,72,0,15350000
12/12/23,38,Streptococcus,,A,3:40,PF,24,6,15350000
12/12/23,38,Streptococcus,,A,3:40,PF,48,6,15350000
12/12/23,38,Streptococcus,,A,3:40,PF,72,6,15350000
12/12/23,38,Streptococcus,,B,1:59,SPC,24,0,15350000
12/12/23,38,Streptococcus,,B,1:59,SPC,48,0,15350000
12/12/23,38,Streptococcus,,B,1:59,SPC,72,0,15350000
12/12/23,38,Streptococcus,,B,1:59,PF,24,1,15350000
12/12/23,38,Streptococcus,,B,1:59,PF,48,1,15350000
12/12/23,38,Streptococcus,,B,1:59,PF,72,1,15350000
12/12/23,38,Streptococcus,,C,3:55,SPC,24,0,15350000
12/12/23,38,Streptococcus,,C,3:55,SPC,48,0,15350000
12/12/23,38,Streptococcus,,C,3:55,SPC,72,0,15350000
12/12/23,38,Streptococcus,,C,3:55,PF,24,0,15350000
12/12/23,38,Streptococcus,,C,3:55,PF,48,0,15350000
12/12/23,38,Streptococcus,,C,3:55,PF,72,0,15350000
12/12/23,38,Streptococcus,,D,2:17,SPC,24,0,15350000
12/12/23,38,Streptococcus,,D,2:17,SPC,48,0,15350000
12/12/23,38,Streptococcus,,D,2:17,SPC,72,0,15350000
12/12/23,38,Streptococcus,,D,2:17,PF,24,0,15350000
12/12/23,38,Streptococcus,,D,2:17,PF,48,0,15350000
12/12/23,38,Streptococcus,,D,2:17,PF,72,0,15350000
3/11/24,39,Streptococcus,,A,3:23,SPC,24,227000,750000
3/11/24,39,Streptococcus,,A,3:23,SPC,48,505000,750000
3/11/24,39,Streptococcus,,A,3:23,SPC,72,465000,750000
3/11/24,39,Streptococcus,,A,3:23,PF,24,0,750000
3/11/24,39,Streptococcus,,A,3:23,PF,48,0,750000
3/11/24,39,Streptococcus,,A,3:23,PF,72,0,750000
3/11/24,39,Streptococcus,,B,3:38,SPC,24,460000,750000
3/11/24,39,Streptococcus,,B,3:38,SPC,48,410000,750000
3/11/24,39,Streptococcus,,B,3:38,SPC,72,355000,750000
3/11/24,39,Streptococcus,,B,3:38,PF,24,0,750000
3/11/24,39,Streptococcus,,B,3:38,PF,48,0,750000
3/11/24,39,Streptococcus,,B,3:38,PF,72,0,750000
3/11/24,39,Streptococcus,,C,2:31,SPC,24,835000,750000
3/11/24,39,Streptococcus,,C,2:31,SPC,48,535000,750000
3/11/24,39,Streptococcus,,C,2:31,SPC,72,520000,750000
3/11/24,39,Streptococcus,,C,2:31,PF,24,0,750000
3/11/24,39,Streptococcus,,C,2:31,PF,48,0,750000
3/11/24,39,Streptococcus,,C,2:31,PF,72,0,750000
3/11/24,39,Streptococcus,,D,2:23,SPC,24,630000,750000
3/11/24,39,Streptococcus,,D,2:23,SPC,48,660000,750000
3/11/24,39,Streptococcus,,D,2:23,SPC,72,590000,750000
3/11/24,39,Streptococcus,,D,2:23,PF,24,0,750000
3/11/24,39,Streptococcus,,D,2:23,PF,48,0,750000
3/11/24,39,Streptococcus,,D,2:23,PF,72,0,750000
3/8/24,40,Streptococcus,,A,3:39,SPC,24,1760000,1820000
3/8/24,40,Streptococcus,,A,3:39,SPC,48,1810000,1820000
3/8/24,40,Streptococcus,,A,3:39,SPC,72,1770000,1820000
3/8/24,40,Streptococcus,,A,3:39,PF,24,0,1820000
3/8/24,40,Streptococcus,,A,3:39,PF,48,0,1820000
3/8/24,40,Streptococcus,,A,3:39,PF,72,0,1820000
3/8/24,40,Streptococcus,,B,2:47,SPC,24,1570000,1820000
3/8/24,40,Streptococcus,,B,2:47,SPC,48,1740000,1820000
3/8/24,40,Streptococcus,,B,2:47,SPC,72,1720000,1820000
3/8/24,40,Streptococcus,,B,2:47,PF,24,0,1820000
3/8/24,40,Streptococcus,,B,2:47,PF,48,0,1820000
3/8/24,40,Streptococcus,,B,2:47,PF,72,0,1820000
3/8/24,40,Streptococcus,,C,3:10,SPC,24,193000,1820000
3/8/24,40,Streptococcus,,C,3:10,SPC,48,485000,1820000
3/8/24,40,Streptococcus,,C,3:10,SPC,72,490000,1820000
3/8/24,40,Streptococcus,,C,3:10,PF,24,0,1820000
3/8/24,40,Streptococcus,,C,3:10,PF,48,0,1820000
3/8/24,40,Streptococcus,,C,3:10,PF,72,0,1820000
3/8/24,40,Streptococcus,,D,2:50,SPC,24,695,1820000
3/8/24,40,Streptococcus,,D,2:50,SPC,48,995,1820000
3/8/24,40,Streptococcus,,D,2:50,SPC,72,985,1820000
3/8/24,40,Streptococcus,,D,2:50,PF,24,50,1820000
3/8/24,40,Streptococcus,,D,2:50,PF,48,600,1820000
3/8/24,40,Streptococcus,,D,2:50,PF,72,665,1820000
4/2/24,41,Staphylococcus,,A,3:17,SPC,24,0,28300000
4/2/24,41,Staphylococcus,,A,3:17,SPC,48,0,28300000
4/2/24,41,Staphylococcus,,A,3:17,SPC,72,0,28300000
4/2/24,41,Staphylococcus,,A,3:17,PF,24,0,28300000
4/2/24,41,Staphylococcus,,A,3:17,PF,48,0,28300000
4/2/24,41,Staphylococcus,,A,3:17,PF,72,0,28300000
4/2/24,41,Staphylococcus,,B,3:01,SPC,24,0,28300000
4/2/24,41,Staphylococcus,,B,3:01,SPC,48,0,28300000
4/2/24,41,Staphylococcus,,B,3:01,SPC,72,0,28300000
4/2/24,41,Staphylococcus,,B,3:01,PF,24,0,28300000
4/2/24,41,Staphylococcus,,B,3:01,PF,48,0,28300000
4/2/24,41,Staphylococcus,,B,3:01,PF,72,0,28300000
4/2/24,41,Staphylococcus,,C,2:41,SPC,24,0,28300000
4/2/24,41,Staphylococcus,,C,2:41,SPC,48,0,28300000
4/2/24,41,Staphylococcus,,C,2:41,SPC,72,0,28300000
4/2/24,41,Staphylococcus,,C,2:41,PF,24,0,28300000
4/2/24,41,Staphylococcus,,C,2:41,PF,48,0,28300000
4/2/24,41,Staphylococcus,,C,2:41,PF,72,0,28300000
4/2/24,41,Staphylococcus,,D,2:59,SPC,24,0,28300000
4/2/24,41,Staphylococcus,,D,2:59,SPC,48,0,28300000
4/2/24,41,Staphylococcus,,D,2:59,SPC,72,0,28300000
4/2/24,41,Staphylococcus,,D,2:59,PF,24,0,28300000
4/2/24,41,Staphylococcus,,D,2:59,PF,48,0,28300000
4/2/24,41,Staphylococcus,,D,2:59,PF,72,0,28300000
